Gender,Age,Height,Weight,NOC,Year,Season,Host_City,Events,Medal
Male,33,,,ARM,2024,Summer,Paris,Wrestling Men's Greco-Roman 97kg,Silver 
Male,25,,,ARM,2024,Summer,Paris,Wrestling Men's Greco-Roman 77kg,Bronze 
Male,28,,,ARM,2024,Summer,Paris,Wrestling Men's Greco-Roman 67kg,
Male,25,,,ARM,2024,Summer,Paris,Wrestling Men's Freestyle 57kg,
Male,25,,,ARM,2024,Summer,Paris,Wrestling Men's Freestyle 65kg,
Female,31,162,,COL,2024,Summer,Paris,"Athletics Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",
Male,35,,,JAM,2024,Summer,Paris,Judo 'Men -60 kg',
Female,29,161,,GAM,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m",
Male,28,178,,GAM,2024,Summer,Paris,Athletics Men's 100m,
Female,30,,,MEX,2024,Summer,Paris,Triathlon Women's Individual,
Male,37,,,MEX,2024,Summer,Paris,Triathlon Men's Individual,
Male,27,183,,COM,2024,Summer,Paris,Athletics Men's 100m,
Female,17,,,COM,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Female,34,,,MEX,2024,Summer,Paris,"Artistic Swimming 'Team', 'Duet'",
Female,30,,,MEX,2024,Summer,Paris,Artistic Swimming 'Team',
Male,28,,,IRQ,2024,Summer,Paris,Judo 'Men -81 kg',
Male,20,,,IRQ,2024,Summer,Paris,Weightlifting Men's +102kg,
Male,27,170,,DJI,2024,Summer,Paris,Athletics Men's 5000m,
Male,27,170,,DJI,2024,Summer,Paris,Athletics Men's Marathon,
Female,25,160,,DJI,2024,Summer,Paris,Athletics Women's 5000m,
Male,20,,,DJI,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Male,27,,,COM,2024,Summer,Paris,"Canoe Slalom Men's Kayak Single, Men's Kayak Cross",
Male,23,178,,MEX,2024,Summer,Paris,Boxing Men's 63.5kg,
Male,22,180,,MEX,2024,Summer,Paris,Boxing Men's 71kg,Silver 
Female,25,158,,MEX,2024,Summer,Paris,"Athletics Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",
Male,27,190,,MEX,2024,Summer,Paris,Athletics Men's 800m,
Male,24,190,,MEX,2024,Summer,Paris,Athletics Men's High Jump,
Male,29,185,,MEX,2024,Summer,Paris,Athletics Men's Shot Put,
Male,30,185,,MEX,2024,Summer,Paris,Athletics Men's Hammer Throw,
Male,28,175,,MEX,2024,Summer,Paris,Athletics Men's 20km Race Walk,
Female,27,169,,MEX,2024,Summer,Paris,Athletics Women's 400m,
Female,33,162,,MEX,2024,Summer,Paris,Athletics Women's 5000m,
Female,29,154,,MEX,2024,Summer,Paris,Athletics Women's Marathon,
Male,32,168,,MEX,2024,Summer,Paris,Athletics 'Marathon Race Walk Relay Mixed',
Female,31,,,MEX,2024,Summer,Paris,Sailing Women's Dinghy,
Female,25,,,MEX,2024,Summer,Paris,Sailing Women's Windsurfing,
Female,30,,,MEX,2024,Summer,Paris,Rowing Women's Single Sculls,
Male,27,,,MEX,2024,Summer,Paris,Rowing Lightweight Men's Double Sculls,
Female,23,,,COL,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault",
Male,22,,,MEX,2024,Summer,Paris,"Diving Men's 10m Platform, Men's Synchronised 10m Platform",
Female,27,,,MEX,2024,Summer,Paris,"Diving Women's 10m Platform, Women's Synchronised 10m Platform",
Male,20,,,MEX,2024,Summer,Paris,"Diving Men's 3m Springboard, Men's Synchronised 3m Springboard",Bronze 
Male,20,,,MEX,2024,Summer,Paris,"Diving Men's 3m Springboard, Men's Synchronised 3m Springboard",Silver 
Male,28,,,MEX,2024,Summer,Paris,"Equestrian 'Jumping Individual', 'Jumping Team'",
Male,30,,,MEX,2024,Summer,Paris,"Swimming Men's 100m Breaststroke, Men's 200m Breaststroke",
Female,30,,,MEX,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault",
Female,20,,,MEX,2024,Summer,Paris,Rhythmic Gymnastics 'Group All-Around',
Male,26,,,MEX,2024,Summer,Paris,Modern Pentathlon Men's Individual,
Female,31,,,MEX,2024,Summer,Paris,Modern Pentathlon Women's Individual,
Male,27,,,MEX,2024,Summer,Paris,Taekwondo 'Men +80kg',
Female,25,,,MEX,2024,Summer,Paris,Taekwondo 'Women -49kg',
Male,22,,,MEX,2024,Summer,Paris,Surfing 'Men',
Male,26,,,UAE,2024,Summer,Paris,Judo 'Men -90 kg',
Male,25,,,UAE,2024,Summer,Paris,Judo 'Men -100 kg',
Male,23,,,UAE,2024,Summer,Paris,Judo 'Men +100 kg',
Male,34,,,UAE,2024,Summer,Paris,Judo 'Men -81 kg',
Female,26,,,UAE,2024,Summer,Paris,Judo 'Women -52 kg',
Male,26,,,DJI,2024,Summer,Paris,Judo 'Men -73 kg',
Female,23,,,UAE,2024,Summer,Paris,Cycling Road Women's Road Race,
Female,30,,,MEX,2024,Summer,Paris,"Archery Women's Individual, Women's Team, 'Mixed Team'",Bronze 
Female,18,,,MEX,2024,Summer,Paris,"Archery Women's Individual, Women's Team",Bronze 
Male,20,,,MEX,2024,Summer,Paris,"Archery Men's Individual, Men's Team, 'Mixed Team'",
Female,32,,,MEX,2024,Summer,Paris,Cycling Road Women's Road Race,
Male,24,,,MEX,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '10m Air Rifle Mixed Team'",
Female,28,,,MEX,2024,Summer,Paris,Shooting 'Skeet Women',
Female,40,,,MEX,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '25m Pistol Women'",
Male,25,,,MEX,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '50m Rifle 3 Positions Men'",
Female,28,,,MEX,2024,Summer,Paris,"Canoe Slalom Women's Kayak Single, Women's Kayak Cross",
Female,25,,,MEX,2024,Summer,Paris,"Canoe Sprint Women's Kayak Single 500m, Women's Kayak Double 500m",
Female,21,171,,COL,2024,Summer,Paris,Athletics Women's Long Jump,
Male,20,183,,COL,2024,Summer,Paris,Athletics Men's 100m,
Female,33,175,,COL,2024,Summer,Paris,Athletics Women's Javelin Throw,
Female,35,158,,COL,2024,Summer,Paris,Athletics Women's Marathon,
Female,24,,,COL,2024,Summer,Paris,Wrestling Women's Freestyle 76kg,Bronze 
Female,24,165,,COL,2024,Summer,Paris,Boxing Women's 60kg,
Female,22,164,,COL,2024,Summer,Paris,Boxing Women's 57kg,
Male,30,,,COL,2024,Summer,Paris,Sailing Men's Kite,
Male,22,,,IRI,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Female,27,168,,MAW,2024,Summer,Paris,Athletics Women's 100m,
Male,21,,,UAE,2024,Summer,Paris,"Equestrian 'Jumping Individual', 'Jumping Team'",
Male,24,,,ARG,2024,Summer,Paris,Modern Pentathlon Men's Individual,
Male,20,191,,IRQ,2024,Summer,Paris,Football 'Men',
Male,18,,,SGP,2024,Summer,Paris,Sailing Men's Kite,Bronze 
Male,27,,,SGP,2024,Summer,Paris,Sailing Men's Dinghy,
Female,21,,,SGP,2024,Summer,Paris,"Swimming Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4 x 100m Medley Relay",
Male,22,,,SGP,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 50m Freestyle",
Female,28,164,,SGP,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m",
Male,19,,,MAS,2024,Summer,Paris,Diving Men's 10m Platform,
Male,32,,,MAS,2024,Summer,Paris,Shooting '10m Air Pistol Men',
Female,27,,,MAS,2024,Summer,Paris,Cycling Road Women's Road Race,
Female,26,,,MAS,2024,Summer,Paris,Sailing Women's Dinghy,
Male,22,,,MTN,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Female,32,,,SGP,2024,Summer,Paris,Equestrian 'Dressage Individual',
Male,21,,,IRI,2024,Summer,Paris,Taekwondo 'Men +80kg',Gold 
Male,24,,,IRI,2024,Summer,Paris,Taekwondo 'Men -80kg',Silver 
Female,19,,,IRI,2024,Summer,Paris,Taekwondo 'Women -49kg',Bronze 
Female,26,,,IRI,2024,Summer,Paris,Taekwondo 'Women -57kg',Silver 
Male,22,,,GAB,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Female,21,,,DJI,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Male,18,,,MEX,2024,Summer,Paris,Marathon Swimming Men's 10km,
Female,26,,,MEX,2024,Summer,Paris,Marathon Swimming Women's 10km,
Female,19,,,MEX,2024,Summer,Paris,Diving Women's 3m Springboard,
Male,26,,,MEX,2024,Summer,Paris,Diving Men's Synchronised 3m Springboard,Silver 
Male,30,170,,IRI,2024,Summer,Paris,Sport Climbing Men's Speed,
Male,32,,,IRI,2024,Summer,Paris,Table Tennis Men's Singles,
Male,26,171,,IRQ,2024,Summer,Paris,Athletics Men's 100m,
Female,26,,,IND,2024,Summer,Paris,Judo 'Women +78 kg',
Male,33,170,,MEX,2024,Summer,Paris,Golf Men's Individual Stroke Play,
Male,28,177,,IND,2024,Summer,Paris,Golf Men's Individual Stroke Play,
Male,19,176,,ETH,2024,Summer,Paris,Athletics Men's 1500m,
Male,24,,,MEX,2024,Summer,Paris,"Archery Men's Individual, Men's Team",
Female,27,167,,MEX,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m",
Female,27,170,,ETH,2024,Summer,Paris,Athletics Women's 800m,
Female,23,164,,ETH,2024,Summer,Paris,Athletics Women's 800m,Silver 
Female,26,173,,IND,2024,Summer,Paris,Golf Women's Individual Stroke Play,
Female,31,156,,MEX,2024,Summer,Paris,Athletics Women's 20km Race Walk,
Female,38,,,IRI,2024,Summer,Paris,Table Tennis Women's Singles,
Female,25,,,IRI,2024,Summer,Paris,Archery Women's Individual,
Male,27,175,,SGP,2024,Summer,Paris,Badminton Men's Singles,
Male,29,171,,SGP,2024,Summer,Paris,Badminton 'Mixed Doubles',
Female,25,163,,SGP,2024,Summer,Paris,Badminton Women's Singles,
Male,22,,,IRI,2024,Summer,Paris,Cycling Road Men's Road Race,
Female,31,161,,IRI,2024,Summer,Paris,Athletics Women's 100m,
Male,31,182,,IRI,2024,Summer,Paris,Athletics Men's 100m,
Male,25,,,IND,2024,Summer,Paris,Rowing Men's Single Sculls,
Female,32,188,,JAM,2024,Summer,Paris,Athletics Women's Triple Jump,Silver 
Male,22,175,,SKN,2024,Summer,Paris,Athletics Men's 100m,
Male,25,,,IRI,2024,Summer,Paris,Weightlifting Men's +102kg,
Male,24,,,IRI,2024,Summer,Paris,Weightlifting Men's 89kg,
Female,22,166,,ETH,2024,Summer,Paris,Athletics Women's 1500m,
Female,23,166,,ETH,2024,Summer,Paris,Athletics Women's 5000m,
Male,31,,,IRI,2024,Summer,Paris,Canoe Sprint Men's Kayak Single 1000m,
Male,24,,,CGO,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Male,23,171,,ETH,2024,Summer,Paris,"Athletics Men's 10,000m",Silver 
Male,27,185,,ETH,2024,Summer,Paris,"Athletics Men's 10,000m",
Male,30,173,,ETH,2024,Summer,Paris,Athletics Men's 5000m,
Female,25,,,CGO,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Female,31,168,,CGO,2024,Summer,Paris,Athletics Women's 100m,
Female,30,,,IND,2024,Summer,Paris,Weightlifting Women's 49kg,
Female,24,167,,ETH,2024,Summer,Paris,"Athletics Women's 10,000m",
Female,28,,,SGP,2024,Summer,Paris,Table Tennis Women's Singles,
Male,18,,,SGP,2024,Summer,Paris,Table Tennis Men's Singles,
Male,29,178,,PUR,2024,Summer,Paris,Athletics Men's Hammer Throw,
Male,24,184,,PUR,2024,Summer,Paris,Athletics Men's Decathlon,
Female,24,154,,PUR,2024,Summer,Paris,Athletics Women's 20km Race Walk,
Female,27,165,,PUR,2024,Summer,Paris,Athletics Women's 400m,
Male,23,,,ISV,2024,Summer,Paris,Archery Men's Individual,
Male,33,198,,PUR,2024,Summer,Paris,Athletics Men's High Jump,
Female,29,,,ARG,2024,Summer,Paris,"Swimming Women's 100m Breaststroke, Women's 200m Breaststroke",
Female,28,160,,PUR,2024,Summer,Paris,Athletics Women's 100m Hurdles,Bronze 
Male,25,,,LCA,2024,Summer,Paris,Sailing Men's Dinghy,
Male,27,,,PUR,2024,Summer,Paris,Sailing Men's Dinghy,
Male,26,,,PUR,2024,Summer,Paris,Wrestling Men's Freestyle 65kg,Bronze 
Female,33,165,,PUR,2024,Summer,Paris,Boxing Women's 57kg,
Female,21,,,MEX,2024,Summer,Paris,Swimming Women's 100m Backstroke,
Male,27,180,,JAM,2024,Summer,Paris,Athletics Men's 400m Hurdles,
Male,27,,,MEX,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 200m Freestyle",
Female,16,,,ARG,2024,Summer,Paris,"Swimming Women's 400m Freestyle, Women's 800m Freestyle",
Female,28,,,MHL,2024,Summer,Paris,Weightlifting Women's 59kg,
Female,22,,,MHL,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Male,27,,,MHL,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Male,28,171,,MEX,2024,Summer,Paris,Badminton Men's Singles,
Female,25,,,MEX,2024,Summer,Paris,Judo 'Women -52 kg',
Female,28,,,MEX,2024,Summer,Paris,Judo 'Women -63 kg',Silver 
Male,25,,,IRI,2024,Summer,Paris,Canoe Sprint Men's Canoe Single 1000m,
Female,23,170,,LCA,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m",Gold 
Female,23,170,,LCA,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m",Silver 
Male,22,182,,LCA,2024,Summer,Paris,Athletics Men's 400m,
Female,27,163,,ETH,2024,Summer,Paris,"Athletics Women's 10,000m, Women's 1500m, Women's 5000m",
Female,30,,,JOR,2024,Summer,Paris,Taekwondo 'Women -67kg',
Female,22,,,IRI,2024,Summer,Paris,Rowing Women's Single Sculls,
Male,26,,,JOR,2024,Summer,Paris,Taekwondo 'Men -80kg',
Male,39,,,OMA,2024,Summer,Paris,Shooting 'Trap Men',
Male,25,,,OMA,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Male,23,,,JOR,2024,Summer,Paris,Taekwondo 'Men -68kg',Silver 
Male,25,,,IND,2024,Summer,Paris,Sailing Men's Dinghy,
Female,27,,,IND,2024,Summer,Paris,Sailing Women's Dinghy,
Male,19,,,ARG,2024,Summer,Paris,Swimming Men's 100m Backstroke,
Female,32,155,,ARG,2024,Summer,Paris,Athletics Women's Marathon,
Female,30,163,,ARG,2024,Summer,Paris,Athletics Women's 3000m Steeplechase,
Male,28,172,,ARG,2024,Summer,Paris,Athletics Men's Hammer Throw,
Male,24,188,,ARG,2024,Summer,Paris,Athletics Men's 400m,
Male,23,194,,ARG,2024,Summer,Paris,Athletics Men's Shot Put,
Male,23,168,,GHA,2024,Summer,Paris,Athletics Men's 4 x 100m Relay,
Male,22,,,LCA,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Male,24,,,LBA,2024,Summer,Paris,Weightlifting Men's 102kg,
Male,21,,,LBA,2024,Summer,Paris,Rowing Men's Single Sculls,
Male,34,,,ALG,2024,Summer,Paris,Rowing Men's Single Sculls,
Male,36,,,ARG,2024,Summer,Paris,Shooting 'Skeet Men',
Male,24,,,ARG,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '10m Air Rifle Mixed Team'",
Female,25,,,ARG,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",
Male,22,,,CAY,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 50m Freestyle",
Female,27,,,ARG,2024,Summer,Paris,Sailing 'Mixed Multihull',Silver 
Female,17,,,ARG,2024,Summer,Paris,Sailing Women's Windsurfing,
Male,26,,,ARG,2024,Summer,Paris,Sailing Men's Windsurfing,
Female,18,,,ARG,2024,Summer,Paris,Sailing Women's Kite,
Female,27,,,GUY,2024,Summer,Paris,Table Tennis Women's Singles,
Male,37,,,IND,2024,Summer,Paris,Shooting 'Trap Men',
Male,29,,,IND,2024,Summer,Paris,Shooting '50m Rifle 3 Positions Men',Bronze 
Female,29,,,IND,2024,Summer,Paris,"Table Tennis Women's Singles, Women's Team",
Male,24,,,IND,2024,Summer,Paris,Table Tennis Men's Team,
Female,27,,,AIN,2024,Summer,Paris,"Swimming Women's 100m Breaststroke, Women's 200m Breaststroke",
Female,28,,,IND,2024,Summer,Paris,"Shooting 'Skeet Women', 'Skeet Mixed Team'",
Male,30,,,AIN,2024,Summer,Paris,Swimming Men's 100m Breaststroke,
Male,42,,,IND,2024,Summer,Paris,"Table Tennis Men's Singles, Men's Team",
Female,21,,,AIN,2024,Summer,Paris,"Swimming Women's 100m Backstroke, Women's 200m Backstroke",
Female,30,,,IND,2024,Summer,Paris,Shooting '50m Rifle 3 Positions Women',
Female,33,,,IND,2024,Summer,Paris,Shooting 'Trap Women',
Female,22,,,IND,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team'",Bronze 
Male,25,,,AIN,2024,Summer,Paris,Rowing Men's Single Sculls,Silver 
Female,25,,,IND,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",
Female,24,,,IND,2024,Summer,Paris,Table Tennis Women's Team,
Female,17,,,VIN,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Male,21,,,VIN,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Female,31,,,ARG,2024,Summer,Paris,Hockey 'Women',Bronze 
Male,29,,,ARG,2024,Summer,Paris,Hockey 'Men',
Female,30,,,IRI,2024,Summer,Paris,Rowing Lightweight Women's Double Sculls,
Male,16,,,IRI,2024,Summer,Paris,Shooting 'Trap Men',
Female,26,,,IRI,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '25m Pistol Women'",
Female,24,,,IRI,2024,Summer,Paris,Shooting '10m Air Rifle Women',
Female,22,,,ROU,2024,Summer,Paris,Archery Women's Individual,
Female,39,,,ALG,2024,Summer,Paris,"Canoe Slalom Women's Kayak Single, Women's Kayak Cross",
Male,28,,,BRN,2024,Summer,Paris,Judo 'Men -81 kg',
Male,28,168,,CIV,2024,Summer,Paris,Athletics Men's 100m,
Female,27,163,,CIV,2024,Summer,Paris,"Athletics Women's 100m, Women's 200m, Women's 4 x 100m Relay",
Male,25,,,UZB,2024,Summer,Paris,Rowing Lightweight Men's Double Sculls,
Female,32,,,UZB,2024,Summer,Paris,Rowing Women's Single Sculls,
Male,23,,,IRI,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Vault",
Female,33,,,SGP,2024,Summer,Paris,Canoe Sprint Women's Kayak Single 500m,
Male,29,,,ARG,2024,Summer,Paris,Canoe Sprint Men's Kayak Single 1000m,
Female,26,165,,JAM,2024,Summer,Paris,Athletics Women's 100m Hurdles,
Male,29,,,ARG,2024,Summer,Paris,Cycling BMX Racing 'Men',
Female,28,170,,JAM,2024,Summer,Paris,Athletics Women's Shot Put,
Male,27,182,,BER,2024,Summer,Paris,Athletics Men's Triple Jump,
Female,32,170,,JAM,2024,Summer,Paris,Athletics Women's 400m Hurdles,
Female,37,,,BER,2024,Summer,Paris,Triathlon Women's Individual,
Male,29,197,,ROU,2024,Summer,Paris,Athletics Men's Discus Throw,
Female,34,171,,ROU,2024,Summer,Paris,Athletics Women's Hammer Throw,
Female,24,168,,ROU,2024,Summer,Paris,Athletics Women's Triple Jump,
Female,34,171,,ROU,2024,Summer,Paris,Athletics Women's Marathon,
Female,25,167,,ROU,2024,Summer,Paris,Athletics Women's 400m,
Male,27,183,,ROU,2024,Summer,Paris,Athletics Men's Javelin Throw,
Male,32,179,,IND,2024,Summer,Paris,Badminton Men's Singles,
Male,24,184,,IND,2024,Summer,Paris,Badminton Men's Doubles,
Male,31,187,,LUX,2024,Summer,Paris,Athletics Men's Shot Put,
Female,29,179,,IND,2024,Summer,Paris,Badminton Women's Singles,
Male,25,,,IND,2024,Summer,Paris,Equestrian 'Dressage Individual',
Female,21,160,,IND,2024,Summer,Paris,Badminton Women's Doubles,
Female,31,175,,ROU,2024,Summer,Paris,Athletics Women's Long Jump,
Female,28,168,,ROU,2024,Summer,Paris,Athletics Women's 3000m Steeplechase,
Female,37,180,,ROU,2024,Summer,Paris,Athletics Women's High Jump,
Male,27,188,,ROU,2024,Summer,Paris,Athletics Men's Shot Put,
Male,27,,,MAW,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Male,30,165,,GUY,2024,Summer,Paris,Athletics Men's 100m,
Female,27,163,,GUY,2024,Summer,Paris,Athletics Women's 400m,
Male,19,,,GUY,2024,Summer,Paris,Swimming Men's 400m Freestyle,
Female,18,,,GUY,2024,Summer,Paris,Swimming Women's 100m Freestyle,
Female,22,170,,SKN,2024,Summer,Paris,Athletics Women's 100m,
Male,24,187,,CIV,2024,Summer,Paris,Athletics Men's 200m,
Female,25,166,,CIV,2024,Summer,Paris,Athletics Women's 4 x 100m Relay,
Male,22,,,IND,2024,Summer,Paris,Shooting '25m Rapid Fire Pistol Men',
Male,23,,,IND,2024,Summer,Paris,Shooting '50m Rifle 3 Positions Men',
Male,26,,,IND,2024,Summer,Paris,"Shooting 'Skeet Men', 'Skeet Mixed Team'",
Male,25,,,IND,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '10m Air Rifle Mixed Team'",
Male,23,,,IND,2024,Summer,Paris,"Shooting '10m Air Pistol Men', '10m Air Pistol Mixed Team'",
Male,27,,,MAR,2024,Summer,Paris,Judo 'Men -66 kg',
Female,19,,,IND,2024,Summer,Paris,Shooting '25m Pistol Women',
Female,21,,,IND,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '10m Air Pistol Mixed Team'",
Male,29,,,ARG,2024,Summer,Paris,Fencing Men's Sabre Individual,
Female,27,170,,IRL,2024,Summer,Paris,Badminton Women's Singles,
Male,31,185,98,IRL,2024,Summer,Paris,Rugby Sevens 'Men',
Female,29,170,,IRL,2024,Summer,Paris,Boxing Women's 66kg,
Male,19,,,IRL,2024,Summer,Paris,Diving Men's 3m Springboard,
Female,23,162,,IRL,2024,Summer,Paris,Athletics Women's 1500m,
Male,26,185,,IRL,2024,Summer,Paris,Athletics Men's 1500m,
Female,40,185,,IRL,2024,Summer,Paris,Athletics Women's Marathon,
Female,23,,,IRL,2024,Summer,Paris,"Swimming Women's 4 x 100m Freestyle Relay, 'Relay Only Athlete'",
Male,25,,,IRL,2024,Summer,Paris,"Swimming Men's 4 x 100m Medley Relay, 'Relay Only Athlete'",
Male,23,,,IRL,2024,Summer,Paris,"Marathon Swimming, Swimming Men's 10km, Men's 1500m Freestyle, Men's 800m Freestyle",Gold 
Male,23,,,IRL,2024,Summer,Paris,"Marathon Swimming, Swimming Men's 10km, Men's 1500m Freestyle, Men's 800m Freestyle",Bronze 
Female,28,,,IRL,2024,Summer,Paris,Cycling Road Women's Road Race,
Female,23,,,IRL,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Omnium, Women's Team Pursuit",
Female,35,,,IRL,2024,Summer,Paris,Cycling Track Women's Team Pursuit,
Female,20,,,IRL,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Team Pursuit",
Male,24,,,IRL,2024,Summer,Paris,Cycling Road Men's Road Race,
Female,30,165,,IRL,2024,Summer,Paris,Golf Women's Individual Stroke Play,
Male,25,,,IRL,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Pommel Horse",Gold 
Female,29,,,IRL,2024,Summer,Paris,Rowing Women's Pair,
Female,26,,,IRL,2024,Summer,Paris,Rowing Women's Four,
Female,25,,,IRL,2024,Summer,Paris,Rowing Lightweight Women's Double Sculls,
Male,28,168,,ARG,2024,Summer,Paris,Golf Men's Individual Stroke Play,
Male,37,190,,ARG,2024,Summer,Paris,Handball 'Men',
Female,24,,,BER,2024,Summer,Paris,Sailing Women's Dinghy,
Female,20,,,CAY,2024,Summer,Paris,Sailing Women's Dinghy,
Female,18,,,CAY,2024,Summer,Paris,Swimming Women's 100m Freestyle,
Female,23,,,BER,2024,Summer,Paris,Swimming Women's 100m Backstroke,
Male,26,,,BER,2024,Summer,Paris,Triathlon Men's Individual,
Male,34,,,ROU,2024,Summer,Paris,Wrestling Men's Greco-Roman 130kg,
Male,26,,,ROU,2024,Summer,Paris,Wrestling Men's Greco-Roman 60kg,
Female,24,,,ROU,2024,Summer,Paris,Wrestling Women's Freestyle 53kg,
Female,29,,,ROU,2024,Summer,Paris,Wrestling Women's Freestyle 76kg,
Female,28,,,ROU,2024,Summer,Paris,Wrestling Women's Freestyle 62kg,
Male,21,,,BRN,2024,Summer,Paris,Wrestling Men's Freestyle 97kg,Gold 
Male,20,,,KIR,2024,Summer,Paris,Weightlifting Men's 61kg,
Male,30,,,BRN,2024,Summer,Paris,Weightlifting Men's +102kg,Bronze 
Male,28,,,BRN,2024,Summer,Paris,Weightlifting Men's 102kg,
Male,28,180,,ALG,2024,Summer,Paris,Boxing Men's 63.5kg,
Male,29,190,,ALG,2024,Summer,Paris,Boxing Men's +92kg,
Female,30,160,,ALG,2024,Summer,Paris,Boxing Women's 50kg,
Female,25,178,,ALG,2024,Summer,Paris,Boxing Women's 66kg,Gold 
Female,27,165,,ALG,2024,Summer,Paris,Boxing Women's 60kg,
Male,24,185,75,ARG,2024,Summer,Paris,Rugby Sevens 'Men',
Male,27,187,,SUR,2024,Summer,Paris,Badminton Men's Singles,
Male,28,,,ARG,2024,Summer,Paris,Skateboarding Men's Street,
Female,24,,,COL,2024,Summer,Paris,Canoe Sprint Women's Canoe Single 200m,
Male,26,,,ARU,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 50m Freestyle",
Male,27,,,ARU,2024,Summer,Paris,Sailing Men's Windsurfing,
Male,29,,,ARU,2024,Summer,Paris,Sailing Men's Dinghy,
Male,42,,,ARU,2024,Summer,Paris,Shooting '10m Air Pistol Men',
Female,25,,,ARU,2024,Summer,Paris,Cycling BMX Racing 'Women',
Female,34,159,,COL,2024,Summer,Paris,Boxing Women's 54kg,
Female,36,158,,COL,2024,Summer,Paris,Boxing Women's 50kg,
Male,31,175,,COL,2024,Summer,Paris,Boxing Men's 57kg,
Male,33,,,COL,2024,Summer,Paris,Fencing Men's Épée Individual,
Female,27,,,MEX,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",
Female,26,167,,CIV,2024,Summer,Paris,"Athletics Women's 200m, Women's 4 x 100m Relay",
Female,21,,,TJK,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Female,19,,,ROU,2024,Summer,Paris,Rhythmic Gymnastics 'Individual All-Around',
Female,21,,,STP,2024,Summer,Paris,Canoe Sprint Women's Canoe Single 200m,
Male,24,,,CRO,2024,Summer,Paris,Taekwondo 'Men -68kg',
Female,28,,,PAR,2024,Summer,Paris,Rowing Women's Single Sculls,
Female,35,,,ARG,2024,Summer,Paris,Triathlon Women's Individual,
Female,24,,,FRA,2024,Summer,Paris,"Archery Women's Individual, Women's Team, 'Mixed Team'",Bronze 
Female,19,,,FRA,2024,Summer,Paris,"Archery Women's Individual, Women's Team",
Male,18,,,FRA,2024,Summer,Paris,"Archery Men's Individual, Men's Team, 'Mixed Team'",Silver 
Male,27,,,FRA,2024,Summer,Paris,"Archery Men's Individual, Men's Team",Silver 
Male,23,,,ARG,2024,Summer,Paris,Table Tennis Men's Singles,
Male,31,,,BER,2024,Summer,Paris,Rowing Men's Single Sculls,
Female,27,,,MEX,2024,Summer,Paris,Weightlifting Women's 59kg,
Female,22,,,CUB,2024,Summer,Paris,Table Tennis 'Mixed Doubles',
Male,35,,,CUB,2024,Summer,Paris,Table Tennis Men's Singles,
