Gender,Age,Height,Weight,NOC,Year,Season,Host_City,Events,Medal
Male,24,,,HUN,2024,Summer,Paris,Wrestling Men's Greco-Roman 87kg,
Male,31,183,,TTO,2024,Summer,Paris,Athletics Men's Javelin Throw,
Female,28,178,,TTO,2024,Summer,Paris,Athletics Women's Shot Put,
Female,25,179,,FRA,2024,Summer,Paris,Athletics Women's Heptathlon,
Male,25,178,,FRA,2024,Summer,Paris,Athletics Men's 800m,
Female,22,177,,FRA,2024,Summer,Paris,Athletics Women's Hammer Throw,
Female,26,163,,FRA,2024,Summer,Paris,Athletics Women's 5000m,
Female,23,167,,FRA,2024,Summer,Paris,"Athletics Women's 400m Hurdles, Women's 4 x 400m Relay, '4 x 400m Relay Mixed'",
Male,23,183,,FRA,2024,Summer,Paris,"Athletics Men's 200m, Men's 4 x 100m Relay",
Female,23,157,,FRA,2024,Summer,Paris,Athletics Women's 20km Race Walk,
Female,32,163,,FRA,2024,Summer,Paris,"Athletics Women's 200m, Women's 4 x 100m Relay",
Male,31,180,,FRA,2024,Summer,Paris,"Athletics Men's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",
Female,45,180,,FRA,2024,Summer,Paris,Athletics Women's Discus Throw,
Female,24,166,,FRA,2024,Summer,Paris,Athletics Women's 100m Hurdles,Silver 
Male,24,188,,FRA,2024,Summer,Paris,Athletics '4 x 400m Relay Mixed',
Male,24,192,,FRA,2024,Summer,Paris,Athletics Men's Javelin Throw,
Female,23,157,,FRA,2024,Summer,Paris,"Athletics Women's 10,000m",
Female,28,173,,GBR,2024,Summer,Paris,Boxing Women's 66kg,
Male,27,198,,GBR,2024,Summer,Paris,Boxing Men's +92kg,
Male,27,187,,GBR,2024,Summer,Paris,Boxing Men's 71kg,Bronze 
Female,31,165,,FRA,2024,Summer,Paris,Golf Women's Individual Stroke Play,
Male,32,193,,FRA,2024,Summer,Paris,Golf Men's Individual Stroke Play,
Male,26,177,,JAM,2024,Summer,Paris,Athletics Men's 4 x 100m Relay,
Male,25,180,,URU,2024,Summer,Paris,Athletics Men's 5000m,
Female,29,170,,URU,2024,Summer,Paris,Athletics Women's 1500m,
Male,34,180,,URU,2024,Summer,Paris,Athletics Men's Long Jump,
Male,26,,,URU,2024,Summer,Paris,Canoe Sprint Men's Kayak Single 1000m,
Male,25,200,,JAM,2024,Summer,Paris,Athletics Men's Discus Throw,Gold 
Female,30,174,,COL,2024,Summer,Paris,Football 'Women',
Male,23,,,GBR,2024,Summer,Paris,Cycling Mountain Bike Men's Cross-country,
Female,30,,,GBR,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Omnium, Women's Team Pursuit",Bronze 
Female,30,,,GBR,2024,Summer,Paris,"Cycling Track Women's Madison, Women's Omnium, Women's Team Pursuit",Silver 
Female,27,,,GBR,2024,Summer,Paris,Cycling Track Women's Team Pursuit,Bronze 
Male,33,,,GBR,2024,Summer,Paris,Cycling Track Men's Team Pursuit,Silver 
Female,26,,,GBR,2024,Summer,Paris,"Cycling Track Women's Keirin, Women's Sprint, Women's Team Sprint",Gold 
Male,27,,,GBR,2024,Summer,Paris,"Cycling Track Men's Keirin, Men's Sprint, Men's Team Sprint",Bronze 
Male,27,,,GBR,2024,Summer,Paris,"Cycling Track Men's Keirin, Men's Sprint, Men's Team Sprint",Silver 
Male,23,,,GBR,2024,Summer,Paris,Cycling BMX Racing 'Men',
Female,36,,,GBR,2024,Summer,Paris,Cycling Road Women's Road Race,
Female,22,,,GBR,2024,Summer,Paris,"Cycling Track Women's Keirin, Women's Sprint, Women's Team Sprint",Bronze 
Female,26,,,GBR,2024,Summer,Paris,"Cycling Road Women's Road Race, Women's Individual Time Trial",Silver 
Female,20,,,GBR,2024,Summer,Paris,Cycling BMX Racing 'Women',
Female,20,,,GBR,2024,Summer,Paris,Cycling Mountain Bike Women's Cross-country,
Male,25,,,GBR,2024,Summer,Paris,"Cycling Road, Cycling Mountain Bike Men's Road Race, Men's Cross-country",Gold 
Male,23,,,GBR,2024,Summer,Paris,Cycling BMX Freestyle Men's Park,Silver 
Male,29,,,GBR,2024,Summer,Paris,Cycling Track Men's Madison,Silver 
Male,20,,,GBR,2024,Summer,Paris,"Cycling Road Men's Road Race, Men's Individual Time Trial",
Female,25,,,GBR,2024,Summer,Paris,Cycling Track Women's Team Sprint,Gold 
Male,27,,,GBR,2024,Summer,Paris,Cycling Track Men's Team Sprint,Silver 
Male,29,,,GBR,2024,Summer,Paris,"Cycling Track Men's Madison, Men's Omnium, Men's Team Pursuit",Silver 
Female,28,,,GBR,2024,Summer,Paris,Cycling BMX Freestyle Women's Park,
Male,25,,,GBR,2024,Summer,Paris,Cycling Road Men's Road Race,
Male,26,,,URU,2024,Summer,Paris,Cycling Road Men's Road Race,
Female,26,167,,VEN,2024,Summer,Paris,Boxing Women's 57kg,
Female,20,171,,UKR,2024,Summer,Paris,Badminton Women's Singles,
Male,36,,,URU,2024,Summer,Paris,Judo 'Men -81 kg',
Male,26,,,TTO,2024,Summer,Paris,"Cycling Track Men's Keirin, Men's Sprint",
Male,26,,,CHI,2024,Summer,Paris,Triathlon Men's Individual,
Male,21,,,URU,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Male,19,178,,JAM,2024,Summer,Paris,Athletics Men's Triple Jump,
Female,21,,,URU,2024,Summer,Paris,Swimming Women's 200m Individual Medley,
Male,24,169,,VEN,2024,Summer,Paris,Boxing Men's 63.5kg,
Male,28,180,,JAM,2024,Summer,Paris,Athletics Men's 200m,
Female,27,,,CHI,2024,Summer,Paris,Taekwondo 'Women +67kg',
Male,23,,,COL,2024,Summer,Paris,Swimming Men's 100m Backstroke,
Male,22,,,CHI,2024,Summer,Paris,Taekwondo 'Men -80kg',
Female,17,,,TTO,2024,Summer,Paris,Swimming Women's 100m Backstroke,
Male,28,,,TTO,2024,Summer,Paris,"Swimming Men's 100m Freestyle, Men's 50m Freestyle",
Male,17,,,BRU,2024,Summer,Paris,Swimming Men's 100m Backstroke,
Female,21,,,JPN,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",
Male,39,,,JPN,2024,Summer,Paris,Shooting '25m Rapid Fire Pistol Men',
Male,34,,,JPN,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team'",
Male,27,180,,CHN,2024,Summer,Paris,Golf Men's Individual Stroke Play,
Female,28,171,,CHN,2024,Summer,Paris,Golf Women's Individual Stroke Play,Bronze 
Female,22,170,,CHN,2024,Summer,Paris,Golf Women's Individual Stroke Play,
Female,26,,,HAI,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault",
Male,24,,,CHN,2024,Summer,Paris,"Archery Men's Individual, Men's Team",
Male,24,,,CHN,2024,Summer,Paris,"Archery Men's Individual, Men's Team, 'Mixed Team'",
Female,27,,,CHN,2024,Summer,Paris,"Archery Women's Individual, Women's Team",Silver 
Female,24,,,CHN,2024,Summer,Paris,"Archery Women's Individual, Women's Team, 'Mixed Team'",Silver 
Male,23,195,,CHN,2024,Summer,Paris,Badminton 'Mixed Doubles',
Male,27,176,,CHN,2024,Summer,Paris,Badminton 'Mixed Doubles',Gold 
Male,24,185,,CHN,2024,Summer,Paris,Badminton Men's Singles,
Male,24,178,,CHN,2024,Summer,Paris,Badminton Men's Doubles,Silver 
Male,29,193,,CHN,2024,Summer,Paris,Badminton Men's Doubles,
Female,26,171,,CHN,2024,Summer,Paris,Badminton Women's Singles,
Female,27,169,,CHN,2024,Summer,Paris,Badminton Women's Singles,Silver 
Female,27,164,,CHN,2024,Summer,Paris,Badminton Women's Doubles,Gold 
Female,20,175,,CHN,2024,Summer,Paris,Badminton Women's Doubles,Silver 
Female,23,165,,MGL,2024,Summer,Paris,Boxing Women's 50kg,
Female,25,168,,MGL,2024,Summer,Paris,Boxing Women's 54kg,
Male,31,,,JPN,2024,Summer,Paris,Surfing 'Men',
Female,22,,,JPN,2024,Summer,Paris,Surfing 'Women',
Female,27,,,NZL,2024,Summer,Paris,Diving Women's 3m Springboard,
Female,24,,,MRI,2024,Summer,Paris,Sailing Women's Kite,
Male,26,,,MRI,2024,Summer,Paris,Sailing Men's Kite,
Male,23,167,,JPN,2024,Summer,Paris,Boxing Men's 57kg,
Male,29,179,,JPN,2024,Summer,Paris,Boxing Men's 71kg,
Male,20,,,INA,2024,Summer,Paris,"Archery Men's Individual, 'Mixed Team'",
Female,30,183,,CHN,2024,Summer,Paris,Volleyball 'Women',
Female,25,,,MAD,2024,Summer,Paris,Weightlifting Women's 49kg,
Female,21,163,,CHN,2024,Summer,Paris,Sport Climbing Women's Boulder & Lead,
Male,24,173,,CHN,2024,Summer,Paris,Sport Climbing Men's Boulder & Lead,
Male,24,169,,CHN,2024,Summer,Paris,Sport Climbing Men's Speed,
Male,22,172,,CHN,2024,Summer,Paris,Sport Climbing Men's Speed,Silver 
Female,20,156,,CHN,2024,Summer,Paris,Sport Climbing Women's Speed,
Female,24,163,,CHN,2024,Summer,Paris,Sport Climbing Women's Speed,Silver 
Male,36,,,GER,2024,Summer,Paris,Canoe Sprint Men's Canoe Single 1000m,
Male,32,,,GER,2024,Summer,Paris,Canoe Sprint Men's Canoe Double 500m,
Male,28,,,GER,2024,Summer,Paris,"Canoe Sprint Men's Kayak Double 500m, Men's Kayak Four 500m",Gold 
Female,30,,,GER,2024,Summer,Paris,Canoe Sprint Women's Kayak Four 500m,Silver 
Female,30,,,GER,2024,Summer,Paris,"Canoe Sprint Women's Canoe Single 200m, Women's Canoe Double 500m",
Female,25,,,GER,2024,Summer,Paris,"Canoe Sprint Women's Kayak Double 500m, Women's Kayak Four 500m",Silver 
Female,25,,,GER,2024,Summer,Paris,"Canoe Sprint Women's Kayak Double 500m, Women's Kayak Four 500m",Bronze 
Male,25,,,GER,2024,Summer,Paris,Canoe Sprint Men's Kayak Single 1000m,
Female,32,,,GER,2024,Summer,Paris,"Canoe Slalom Women's Kayak Single, Women's Kayak Cross",
Male,34,,,GER,2024,Summer,Paris,Canoe Slalom Men's Canoe Single,
Male,30,,,GER,2024,Summer,Paris,Canoe Slalom Men's Kayak Cross,
Female,26,,,GER,2024,Summer,Paris,"Canoe Slalom Women's Canoe Single, Women's Kayak Cross",Silver 
Male,25,,,GER,2024,Summer,Paris,"Canoe Slalom Men's Kayak Single, Men's Kayak Cross",Bronze 
Female,22,,,GER,2024,Summer,Paris,Canoe Sprint Women's Kayak Single 500m,
Female,22,,,GER,2024,Summer,Paris,Canoe Sprint Women's Kayak Double 500m,
Female,19,,,GER,2024,Summer,Paris,Canoe Sprint Women's Canoe Single 200m,
Female,19,,,GER,2024,Summer,Paris,Canoe Sprint Women's Canoe Double 500m,
Female,24,,,INA,2024,Summer,Paris,"Archery Women's Individual, Women's Team",
Male,31,,,HUN,2024,Summer,Paris,Wrestling Men's Freestyle 65kg,
Female,24,,,HUN,2024,Summer,Paris,Wrestling Women's Freestyle 76kg,
Male,21,,,CHN,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team'",
Male,20,,,CHN,2024,Summer,Paris,"Shooting '10m Air Rifle Men', '10m Air Rifle Mixed Team'",Gold 
Male,24,,,CHN,2024,Summer,Paris,"Shooting '10m Air Pistol Men', '10m Air Pistol Mixed Team'",Gold 
Male,28,,,CHN,2024,Summer,Paris,"Shooting '10m Air Pistol Men', '10m Air Pistol Mixed Team'",
Male,35,,,CHN,2024,Summer,Paris,Shooting '25m Rapid Fire Pistol Men',Gold 
Male,28,,,CHN,2024,Summer,Paris,Shooting '25m Rapid Fire Pistol Men',Bronze 
Male,27,,,CHN,2024,Summer,Paris,Shooting '50m Rifle 3 Positions Men',Gold 
Male,27,,,CHN,2024,Summer,Paris,Shooting 'Trap Men',Silver 
Male,26,,,CHN,2024,Summer,Paris,Shooting 'Trap Men',
Female,23,,,CHN,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team'",
Female,18,,,CHN,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",Silver 
Female,18,,,CHN,2024,Summer,Paris,"Shooting '10m Air Rifle Women', '10m Air Rifle Mixed Team'",Gold 
Female,24,,,CHN,2024,Summer,Paris,"Shooting '10m Air Pistol Women', '10m Air Pistol Mixed Team'",
Female,20,,,CHN,2024,Summer,Paris,Shooting '25m Pistol Women',
Female,20,,,CHN,2024,Summer,Paris,Shooting '50m Rifle 3 Positions Women',Bronze 
Female,37,,,CHN,2024,Summer,Paris,Shooting 'Trap Women',
Female,20,,,CHN,2024,Summer,Paris,"Shooting 'Skeet Women', 'Skeet Mixed Team'",Bronze 
Female,35,,,CHN,2024,Summer,Paris,Shooting 'Skeet Women',
Female,27,,,INA,2024,Summer,Paris,"Archery Women's Individual, Women's Team, 'Mixed Team'",
Male,28,,,CHN,2024,Summer,Paris,Modern Pentathlon Men's Individual,
Female,23,,,CHN,2024,Summer,Paris,Modern Pentathlon Women's Individual,
Male,29,,,MGL,2024,Summer,Paris,"Judo 'Men -60 kg', 'Mixed Team'",
Male,31,,,MGL,2024,Summer,Paris,"Judo 'Men -66 kg', 'Mixed Team'",
Male,25,,,MGL,2024,Summer,Paris,"Judo 'Men -100 kg', 'Mixed Team'",
Female,27,,,CAF,2024,Summer,Paris,Judo 'Women -63 kg',
Male,25,,,MGL,2024,Summer,Paris,"Judo 'Men +100 kg', 'Mixed Team'",
Male,24,,,MGL,2024,Summer,Paris,"Judo 'Men -73 kg', 'Mixed Team'",
Male,24,,,KGZ,2024,Summer,Paris,Judo 'Men -66 kg',
Female,24,,,MGL,2024,Summer,Paris,"Judo 'Women +78 kg', 'Mixed Team'",
Female,25,,,MGL,2024,Summer,Paris,"Judo 'Women -48 kg', 'Mixed Team'",Silver 
Male,26,,,KGZ,2024,Summer,Paris,Judo 'Men -90 kg',
Male,42,,,CZE,2024,Summer,Paris,"Fencing Men's Épée Individual, Men's Épée Team",Bronze 
Male,33,,,CZE,2024,Summer,Paris,Fencing Men's Épée Team,Bronze 
Male,30,,,CZE,2024,Summer,Paris,Fencing Men's Foil Individual,
Male,24,,,TJK,2024,Summer,Paris,Judo 'Men -100 kg',
Male,21,,,DEN,2024,Summer,Paris,Taekwondo 'Men -80kg',Bronze 
Male,31,,,TJK,2024,Summer,Paris,Wrestling Men's Freestyle 74kg,
Female,38,,,KEN,2024,Summer,Paris,Fencing Women's Épée Individual,
Female,38,,,GER,2024,Summer,Paris,"Equestrian 'Dressage Individual', 'Dressage Team'",Gold 
Male,30,,,GER,2024,Summer,Paris,Equestrian 'Dressage Team',Gold 
Female,55,,,GER,2024,Summer,Paris,"Equestrian 'Dressage Individual', 'Dressage Team'",Silver 
Male,39,,,GER,2024,Summer,Paris,"Equestrian 'Jumping Individual', 'Jumping Team'",
Male,34,,,GER,2024,Summer,Paris,"Equestrian 'Jumping Individual', 'Jumping Team'",Gold 
Female,33,,,GER,2024,Summer,Paris,Equestrian 'Jumping Team',
Male,23,,,GER,2024,Summer,Paris,"Equestrian 'Eventing Individual', 'Eventing Team'",
Male,42,,,GER,2024,Summer,Paris,"Equestrian 'Eventing Individual', 'Eventing Team'",Gold 
Female,31,,,ITA,2024,Summer,Paris,Shooting 'Trap Women',Silver 
Female,32,,,ITA,2024,Summer,Paris,Shooting 'Trap Women',
Male,44,,,ITA,2024,Summer,Paris,Shooting 'Trap Men',
Female,41,,,ITA,2024,Summer,Paris,"Shooting 'Skeet Women', 'Skeet Mixed Team'",Gold 
Female,34,,,ITA,2024,Summer,Paris,"Shooting 'Skeet Women', 'Skeet Mixed Team'",
Male,31,,,ITA,2024,Summer,Paris,"Shooting 'Skeet Men', 'Skeet Mixed Team'",
Male,29,,,ITA,2024,Summer,Paris,"Shooting 'Skeet Men', 'Skeet Mixed Team'",Gold 
Female,26,168,,BRN,2024,Summer,Paris,Athletics Women's 400m,Silver 
Female,19,,,BEL,2024,Summer,Paris,"Swimming Women's 100m Backstroke, Women's 100m Butterfly",
Female,28,161,,BEL,2024,Summer,Paris,"Athletics Women's 400m Hurdles, Women's 4 x 400m Relay, '4 x 400m Relay Mixed'",
Female,26,174,,BEL,2024,Summer,Paris,Athletics Women's 1500m,
Female,31,169,,BEL,2024,Summer,Paris,"Athletics Women's 200m, Women's 4 x 400m Relay",
Male,24,,,BEL,2024,Summer,Paris,"Cycling Track Men's Madison, Men's Omnium, Men's Team Pursuit",Bronze 
Male,22,,,BEL,2024,Summer,Paris,"Cycling Track Men's Madison, Men's Team Pursuit",
Male,27,,,BEL,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault",
Male,37,,,ITA,2024,Summer,Paris,"Archery Men's Individual, Men's Team, 'Mixed Team'",
Male,25,,,ITA,2024,Summer,Paris,"Archery Men's Individual, Men's Team",
Female,27,,,ITA,2024,Summer,Paris,"Archery Women's Individual, 'Mixed Team'",
Male,20,,,ITA,2024,Summer,Paris,Skateboarding Men's Park,
Female,21,,,ARM,2024,Summer,Paris,Swimming Women's 100m Butterfly,
Male,33,199,,CRO,2024,Summer,Paris,Water Polo 'Men',Silver 
Male,22,,,ARM,2024,Summer,Paris,Swimming Men's 100m Freestyle,
Male,32,,,ARM,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Vault",Silver 
Male,36,,,ARM,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Rings",
Female,20,169,60,FRA,2024,Summer,Paris,Rugby Sevens 'Women',
Female,29,,,FRA,2024,Summer,Paris,"Fencing Women's Épée Individual, Women's Épée Team",Silver 
Female,28,,,FRA,2024,Summer,Paris,Fencing Women's Épée Team,Silver 
Male,27,,,FRA,2024,Summer,Paris,"Fencing Men's Épée Individual, Men's Épée Team",
Male,36,,,FRA,2024,Summer,Paris,"Fencing Men's Épée Individual, Men's Épée Team",Silver 
Male,28,,,FRA,2024,Summer,Paris,Fencing Men's Épée Team,
Female,33,,,FRA,2024,Summer,Paris,"Fencing Women's Foil Individual, Women's Foil Team",
Female,33,,,FRA,2024,Summer,Paris,Fencing Women's Foil Team,
Male,33,,,FRA,2024,Summer,Paris,"Fencing Men's Foil Individual, Men's Foil Team",Bronze 
Male,28,,,FRA,2024,Summer,Paris,Fencing Men's Foil Team,Bronze 
Female,29,,,FRA,2024,Summer,Paris,"Fencing Women's Sabre Individual, Women's Sabre Team",Silver 
Female,28,,,FRA,2024,Summer,Paris,"Fencing Women's Sabre Individual, Women's Sabre Team",Gold 
Female,35,,,FRA,2024,Summer,Paris,"Fencing Women's Sabre Individual, Women's Sabre Team",
Female,25,,,FRA,2024,Summer,Paris,Fencing Women's Sabre Team,
Male,39,,,FRA,2024,Summer,Paris,"Fencing Men's Sabre Individual, Men's Sabre Team",Bronze 
Male,27,,,FRA,2024,Summer,Paris,Fencing Men's Sabre Team,Bronze 
Female,25,169,,HUN,2024,Summer,Paris,Athletics Women's Long Jump,
Female,31,175,,NGR,2024,Summer,Paris,Basketball 'Women',
Male,24,,,CRO,2024,Summer,Paris,Rowing Men's Double Sculls,
Male,35,,,CRO,2024,Summer,Paris,Rowing Men's Pair,Gold 
Female,25,,,POR,2024,Summer,Paris,Surfing 'Women',
Male,29,,,ARG,2024,Summer,Paris,Cycling BMX Freestyle Men's Park,Gold 
Male,27,188,,HUN,2024,Summer,Paris,Athletics Men's Hammer Throw,Silver 
Male,26,,,URU,2024,Summer,Paris,Rowing Men's Single Sculls,
Male,35,174,,HUN,2024,Summer,Paris,Athletics Men's 20km Race Walk,
Male,23,157,,DMA,2024,Summer,Paris,Athletics Men's 800m,
Female,38,,,ITA,2024,Summer,Paris,"Equestrian 'Eventing Individual', 'Eventing Team'",
Male,42,,,ITA,2024,Summer,Paris,Equestrian 'Jumping Individual',
Male,24,185,90,URU,2024,Summer,Paris,Rugby Sevens 'Men',
Female,19,,,DMA,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Female,29,,,POR,2024,Summer,Paris,Triathlon Women's Individual,
Male,24,,,POR,2024,Summer,Paris,Triathlon Men's Individual,
Female,26,,,USA,2024,Summer,Paris,Weightlifting Women's 49kg,
Male,34,,,USA,2024,Summer,Paris,Weightlifting Men's 102kg,
Male,20,,,USA,2024,Summer,Paris,Weightlifting Men's 61kg,Bronze 
Female,21,,,USA,2024,Summer,Paris,Weightlifting Women's 71kg,Gold 
Female,34,,,USA,2024,Summer,Paris,Weightlifting Women's +81kg,
Male,21,,,DMA,2024,Summer,Paris,Swimming Men's 50m Freestyle,
Female,27,170,,COL,2024,Summer,Paris,Athletics Women's Hammer Throw,
Male,23,,,POR,2024,Summer,Paris,Skateboarding Men's Street,
Male,20,,,POR,2024,Summer,Paris,Skateboarding Men's Park,
Female,29,185,,USA,2024,Summer,Paris,Volleyball 'Women',Silver 
Male,26,,,ANG,2024,Summer,Paris,Sailing Men's Dinghy,
Female,20,,,URU,2024,Summer,Paris,Taekwondo 'Women -49kg',
Male,22,,,MAD,2024,Summer,Paris,Swimming Men's 100m Breaststroke,
Male,32,,,CHI,2024,Summer,Paris,Modern Pentathlon Men's Individual,
Male,27,192,,USA,2024,Summer,Paris,Volleyball 'Men',Bronze 
Male,29,203,,USA,2024,Summer,Paris,Beach Volleyball 'Men',
Female,29,188,,USA,2024,Summer,Paris,Beach Volleyball 'Women',
Female,20,,,JAM,2024,Summer,Paris,Swimming Women's 50m Freestyle,
Male,25,,,JAM,2024,Summer,Paris,Swimming Men's 100m Butterfly,
Male,23,160,,ZAM,2024,Summer,Paris,Boxing Men's 51kg,
Male,22,,,AFG,2024,Summer,Paris,Judo 'Men -81 kg',
Male,23,,,CHN,2024,Summer,Paris,Weightlifting Men's 102kg,Gold 
Male,31,,,CHN,2024,Summer,Paris,Weightlifting Men's 61kg,Gold 
Male,31,,,CHN,2024,Summer,Paris,Weightlifting Men's 73kg,
Female,24,,,CHN,2024,Summer,Paris,Weightlifting Women's +81kg,Gold 
Female,27,,,CHN,2024,Summer,Paris,Weightlifting Women's 49kg,Gold 
Female,23,,,CHN,2024,Summer,Paris,Weightlifting Women's 59kg,Gold 
Male,31,,,CHN,2024,Summer,Paris,Rowing Men's Double Sculls,
Female,25,,,CHN,2024,Summer,Paris,Rowing Lightweight Women's Double Sculls,
Female,25,,,CHN,2024,Summer,Paris,Rowing Women's Double Sculls,
Female,27,,,CHN,2024,Summer,Paris,Rowing Women's Four,
Female,29,,,CHN,2024,Summer,Paris,Rowing Women's Quadruple Sculls,
Male,29,,,THA,2024,Summer,Paris,"Cycling Track Men's Keirin, Men's Sprint",
Female,25,171,,JPN,2024,Summer,Paris,Volleyball 'Women',
Male,23,188,,JPN,2024,Summer,Paris,Volleyball 'Men',
Female,29,,,NZL,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault",
Male,25,,,CHN,2024,Summer,Paris,Trampoline Gymnastics 'Men',Bronze 
Male,18,,,CHN,2024,Summer,Paris,Trampoline Gymnastics 'Men',Silver 
Female,26,,,CHN,2024,Summer,Paris,Trampoline Gymnastics 'Women',
Male,24,,,THA,2024,Summer,Paris,Cycling BMX Racing 'Men',
Female,30,,,NZL,2024,Summer,Paris,Sailing 'Mixed Multihull',Bronze 
Male,27,,,NZL,2024,Summer,Paris,Sailing Men's Skiff,Silver 
Female,21,,,NZL,2024,Summer,Paris,Sailing Women's Dinghy,
Female,38,,,NZL,2024,Summer,Paris,Sailing Women's Skiff,
Male,28,,,NZL,2024,Summer,Paris,Sailing Men's Kite,
Female,24,,,NZL,2024,Summer,Paris,Sailing Women's Windsurfing,
Male,23,,,NZL,2024,Summer,Paris,Sailing Men's Windsurfing,
Female,35,,,NZL,2024,Summer,Paris,Sailing Women's Kite,
Male,32,,,NZL,2024,Summer,Paris,Sailing Men's Dinghy,
Female,23,,,MGL,2024,Summer,Paris,"Judo 'Women -52 kg', 'Mixed Team'",
Male,30,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Gold 
Male,30,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Silver 
Male,28,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Bronze 
Male,28,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Men', Men's All-Around, Men's Floor Exercise, Men's Horizontal Bar, Men's Parallel Bars, Men's Pommel Horse, Men's Rings, Men's Vault, Men's Team",Silver 
Female,24,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",
Female,20,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",
Female,17,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Silver 
Female,20,,,MGL,2024,Summer,Paris,"Judo 'Women -78 kg', 'Mixed Team'",
Female,19,,,CHN,2024,Summer,Paris,"Artistic Gymnastics 'Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team",Silver 
Female,26,,,MGL,2024,Summer,Paris,"Judo 'Women -57 kg', 'Mixed Team'",
Male,20,177,,CHN,2024,Summer,Paris,Athletics Men's 4 x 100m Relay,
Male,31,184,,CHN,2024,Summer,Paris,"Athletics Men's 100m, Men's 4 x 100m Relay",
Female,27,163,,CHN,2024,Summer,Paris,Athletics Women's 100m,
Female,22,175,,CHN,2024,Summer,Paris,Athletics Women's 200m,
Male,25,170,,CHN,2024,Summer,Paris,Athletics Men's 20km Race Walk,
Male,26,175,,CHN,2024,Summer,Paris,Athletics 'Marathon Race Walk Relay Mixed',
Male,26,172,,CHN,2024,Summer,Paris,"Athletics Men's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",
Female,28,163,,CHN,2024,Summer,Paris,"Athletics Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",Gold 
Female,26,170,,CHN,2024,Summer,Paris,Athletics Women's 20km Race Walk,
Female,37,161,,CHN,2024,Summer,Paris,"Athletics Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed'",
Male,35,,,NZL,2024,Summer,Paris,Surfing 'Men',
Female,23,,,NZL,2024,Summer,Paris,Surfing 'Women',
Male,21,179,,CHN,2024,Summer,Paris,Athletics Men's 110m Hurdles,
Male,24,183,,CHN,2024,Summer,Paris,Athletics Men's 400m Hurdles,
Female,25,171,,CHN,2024,Summer,Paris,Athletics Women's 100m Hurdles,
Female,24,163,,CHN,2024,Summer,Paris,Athletics Women's 400m Hurdles,
Female,27,185,,CHN,2024,Summer,Paris,Athletics Women's Shot Put,Bronze 
Female,30,182,,CHN,2024,Summer,Paris,Athletics Women's Discus Throw,Silver 
Female,23,181,,CHN,2024,Summer,Paris,Athletics Women's Shot Put,
Female,19,182,,CHN,2024,Summer,Paris,Athletics Women's Discus Throw,
Female,37,180,,CHN,2024,Summer,Paris,Athletics Women's Hammer Throw,
